,Links,Price,Title,Adress,Scraping date,Offer number,Surface,Number of rooms,Market type,Building type,Floor,Number of floors in building,Windows type,Heating type,Construction year,Property condition,Monthly charges,Ownership
86,https://www.otodom.pl/pl/oferta/cztery-kawalerki-na-piaskach-okazja-inwestycyjna-ID4cQpe,995 537 zł,Cztery kawalerki na Piaskach - okazja inwestycyjna,"Warszawa, Bielany, Jana Kochanowskiego",2021-11-05,62166732,"65,50 m²",4,wtórny,n/a,3,4,n/a,miejskie,1980,do zamieszkania,400 zł,spółdzielcze wł. z KW
87,https://www.otodom.pl/pl/oferta/3-pokojowe-dwustronne-przy-parku-nad-balatonem-ID4cSlt,795 000 zł,"3 pokojowe, dwustronne, przy Parku nad Balatonem.","Warszawa, Praga-Południe, prof. Jerzego Bukowskiego",2021-11-05,62174187,"71,10 m²",3,wtórny,blok,9,9,n/a,miejskie,1994,do zamieszkania,660 zł,spółdzielcze własnościowe
88,https://www.otodom.pl/pl/oferta/do-sprzedania-dwupoziomowe-mieszkanie-na-wlochach-ID4cANv,690 000 zł,Do sprzedania dwupoziomowe mieszkanie na Włochach,"Warszawa, Włochy, Fasolowa",2021-11-05,62106734,"88,40 m²",4,wtórny,blok,4,4,n/a,miejskie,1995,do zamieszkania,840 zł,spółdzielcze wł. z KW
89,https://www.otodom.pl/pl/oferta/mieszkanie-z-widokiem-na-panorame-warszawy-ID4cH5j,465 000 zł,Mieszkanie z widokiem na panoramę Warszawy,"Warszawa, Mokotów, Sadyba, Bernardyńska",2021-11-05,62130901,"36,80 m²",1,wtórny,blok,10,12,n/a,miejskie,1980,do zamieszkania,515 zł,spółdzielcze własnościowe
90,https://www.otodom.pl/pl/oferta/klimatyzacja-2-pokoje-wyposazone-balkon-garaz-ID4cwQw,589 000 zł,"Klimatyzacja, 2 pokoje, wyposażone, balkon, garaż.","Warszawa, Ursus, Skorosze, Felicjana Sławoja-Składkowskiego",2021-11-05,62087699,"44,40 m²",2,wtórny,apartamentowiec,6,7,n/a,miejskie,2012,do zamieszkania,480 zł,pełna własność
91,https://www.otodom.pl/pl/oferta/przestronne-dwupokojowe-mieszkanie-taras-bemowo-ID4bQfQ,699 000 zł,"Przestronne dwupokojowe mieszkanie, taras, Bemowo","Warszawa, Bemowo",2021-11-05,61927822,"55,40 m²",2,wtórny,n/a,parter,3,n/a,miejskie,2010,do zamieszkania,560 zł,pełna własność
92,https://www.otodom.pl/pl/oferta/do-sprzedania-trzy-pokojowe-mieszkanie-na-wlochach-ID4ccX6,670 000 zł,Do sprzedania trzy pokojowe mieszkanie na Włochach,"Warszawa, Włochy, Naukowa",2021-11-05,62015072,69 m²,3,wtórny,blok,3,3,n/a,inne,2001,do zamieszkania,n/a,pełna własność
93,https://www.otodom.pl/pl/oferta/stary-zoliborz-plac-inwalidow-do-remontu-ID4bNyZ,599 000 zł,Stary Żoliborz/ Plac Inwalidów do remontu !,"Warszawa, Żoliborz, Stary Żoliborz, ks. Teofila Boguckiego",2021-11-05,61917477,"46,50 m²",2,wtórny,blok,1,3,n/a,miejskie,1960,do remontu,600 zł,spółdzielcze własnościowe
94,https://www.otodom.pl/pl/oferta/stary-mokotow-ul-goszczynskiego-ID47msv,995 000 zł,Stary Mokotów ul. Goszczyńskiego,"Warszawa, Mokotów, Seweryna Goszczyńskiego",2021-11-05,60859976,"70,25 m²",2,wtórny,n/a,2,3,n/a,n/a,1952,do zamieszkania,n/a,pełna własność
95,https://www.otodom.pl/pl/oferta/srodmiescie-muranow-ul-andersa-55-m2-2-pokoje-ID4cex0,775 000 zł,"Śródmieście- Muranów ul. Andersa, 55 m2, 2 pokoje","Warszawa, Wola, Muranów, gen. Władysława Andersa",2021-11-05,62021142,"55,30 m²",2,wtórny,n/a,5,7,n/a,miejskie,1951,do remontu,n/a,pełna własność
96,https://www.otodom.pl/pl/oferta/goclaw-2-pokoje-oddzielna-kuchnia-balkon-ID4dJxU,470 000 zł,"Gocław, 2 pokoje, oddzielna kuchnia, balkon","Warszawa, Praga-Południe, Gocław, Władysława Umińskiego",2021-11-05,62378690,"43,30 m²",2,wtórny,blok,> 10,15,n/a,miejskie,1984,do remontu,503 zł,pełna własność
97,https://www.otodom.pl/pl/oferta/targowek-3-pokoje-parter-loggia-ID4dNM1,590 000 zł,"Targówek, 3 pokoje, parter, loggia","Warszawa, Targówek, Toruńska",2021-11-05,62394941,58 m²,3,wtórny,blok,parter,3,n/a,miejskie,1965,do zamieszkania,600 zł,spółdzielcze własnościowe
98,https://www.otodom.pl/pl/oferta/centrum-ul-wilcza-2-pokoje-ID4cnUb,940 000 zł,"Centrum ul. Wilcza, 2 pokoje","Warszawa, Śródmieście, Wilcza",2021-11-05,62057175,65 m²,2,wtórny,n/a,6,6,n/a,miejskie,1950,do zamieszkania,n/a,pełna własność
99,https://www.otodom.pl/pl/oferta/segment-110-m2-ID4dUpJ,789 000 zł,Segment 110 m2,"Warszawa, Ursus",2021-11-05,62420467,"109,62 m²",4,pierwotny,szeregowiec,n/a,n/a,n/a,gazowe,2022,n/a,n/a,pełna własność
100,https://www.otodom.pl/pl/oferta/w-kamienicy-na-woli-wysokie-ID4e49y,395 000 zł,W kamienicy na Woli. Wysokie,"Warszawa, Wola, Ożarowska",2021-11-05,62457904,34 m²,2,wtórny,kamienica,parter,3,n/a,n/a,1959,n/a,n/a,n/a
101,https://www.otodom.pl/pl/oferta/piekne-2-pokoje-46m2-berensona-ID4dEve,529 000 zł,"Piękne 2 pokoje, 46m2, Berensona","Warszawa, Białołęka",2021-11-05,62359366,"45,50 m²",2,wtórny,apartamentowiec,3,4,n/a,miejskie,2020,do zamieszkania,290 zł,pełna własność
102,https://www.otodom.pl/pl/oferta/topowa-lokalizacja-przy-metrze-3-pokojowe-9pietro-ID4dLZu,979 900 zł,TOPowa lokalizacja przy metrze!3-pokojowe!9piętro!,"Warszawa, Mokotów, Woronicza 15",2021-11-05,62388088,70 m²,3,wtórny,blok,9,11,drewniane,miejskie,2000,do zamieszkania,n/a,pełna własność
103,https://www.otodom.pl/pl/oferta/36-m2-przy-natolinskiej-obok-pl-zbawiciela-ID45fAz,710 000 zł,36 m2 przy Natolińskiej obok PL. Zbawiciela,"Warszawa, Śródmieście, Natolińska",2021-11-05,60356911,36 m²,2,wtórny,blok,5,6,drewniane,miejskie,1958,do zamieszkania,n/a,pełna własność
104,https://www.otodom.pl/pl/oferta/elegancki-apartament-blisko-parku-szczesliwickiego-ID4e5vv,1 450 000 zł,Elegancki Apartament Blisko Parku Szczęśliwickiego,"Warszawa, Ochota",2021-11-05,62463172,"91,50 m²",3,wtórny,apartamentowiec,5,10,drewniane,miejskie,2014,do zamieszkania,1 200 zł,pełna własność
105,https://www.otodom.pl/pl/oferta/fort-wola-54m-balkon-6m-stan-deweloperski-2-pietro-ID4dZgI,749 999 zł,Fort Wola 54m+balkon 6m Stan deweloperski 2 piętro,"Warszawa, Wola, ul. Fort Wola",2021-11-05,62439128,54 m²,3,wtórny,blok,2,7,plastikowe,miejskie,2021,do wykończenia,300 zł,pełna własność
106,https://www.otodom.pl/pl/oferta/przestrzenne-jasne-2-pokoje-do-wejscia-ID4e5vl,569 000 zł,"Przestrzenne, jasne 2 pokoje *Do wejścia*","Warszawa, Ursus, Skorosze, Dzieci Warszawy",2021-11-05,62463161,"46,60 m²",2,wtórny,apartamentowiec,3,4,plastikowe,gazowe,2008,do zamieszkania,470 zł,pełna własność
107,https://www.otodom.pl/pl/oferta/3-pokoje-na-zoliborzu-z-balkonem-ID4dLLg,549 000 zł,3 pokoje na Żoliborzu z balkonem,"Warszawa, Żoliborz, Izabelli",2021-11-05,62387206,53 m²,3,wtórny,blok,3,4,n/a,n/a,1970,n/a,500 zł,spółdzielcze własnościowe
108,https://www.otodom.pl/pl/oferta/mieszkanie-37-09-m-warszawa-saska-kepa-ID4d86H,525 000 zł,"Mieszkanie 37,09 m², Warszawa, Saska Kępa","Warszawa, Praga-Południe, Saska Kępa, ul. Wandy",2021-11-05,62234775,"37,09 m²",2,wtórny,blok,parter,3,plastikowe,miejskie,1962,do zamieszkania,n/a,pełna własność
109,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-sobieskiego-60-102-m2-ID4c9Zd,1 180 000 zł,Sprzedam Mieszkanie Sobieskiego 60 - 102 m2,"Warszawa, Mokotów, Sadyba",2021-11-05,62003671,102 m²,3,wtórny,blok,3,4,n/a,n/a,2005,do zamieszkania,n/a,pełna własność
110,https://www.otodom.pl/pl/oferta/bezposrednio-przestronne-obok-wat-balkon-piwnica-ID4dEQi,610 000 zł,Bezpośrednio przestronne obok WAT balkon piwnica,"Warszawa, Bemowo, ul. gen. Sylwestra Kaliskiego",2021-11-05,62360610,58 m²,2,wtórny,blok,2,3,n/a,miejskie,1958,do remontu,n/a,pełna własność
111,https://www.otodom.pl/pl/oferta/przestrzenne-jasne-2-pokoje-do-wejscia-ID4e5vl,569 000 zł,"Przestrzenne, jasne 2 pokoje *Do wejścia*","Warszawa, Ursus, Skorosze, Dzieci Warszawy",2021-11-05,62463161,"46,60 m²",2,wtórny,apartamentowiec,3,4,plastikowe,gazowe,2008,do zamieszkania,470 zł,pełna własność
112,https://www.otodom.pl/pl/oferta/3-pokoje-na-zoliborzu-z-balkonem-ID4dLLg,549 000 zł,3 pokoje na Żoliborzu z balkonem,"Warszawa, Żoliborz, Izabelli",2021-11-05,62387206,53 m²,3,wtórny,blok,3,4,n/a,n/a,1970,n/a,500 zł,spółdzielcze własnościowe
113,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-na-woli-bemowie-ID4e5vj,1 275 000 zł,Nowoczesne mieszkanie na Woli /Bemowie,"Warszawa, Bemowo",2021-11-05,62463159,"93,68 m²",4,pierwotny,apartamentowiec,parter,5,n/a,miejskie,2024,n/a,n/a,n/a
114,https://www.otodom.pl/pl/oferta/dwupokojowe-mokotow-swietna-lokalizacja-ID4e5vh,519 000 zł,Dwupokojowe | Mokotów | Świetna Lokalizacja !,"Warszawa, Mokotów, Puławska 89",2021-11-05,62463157,"36,70 m²",2,wtórny,blok,5,7,n/a,miejskie,1960,do zamieszkania,470 zł,spółdzielcze własnościowe
115,https://www.otodom.pl/pl/oferta/srodmiescie-2-oddzielne-pokoje-balkon-cisza-ID4dF8X,640 000 zł,"Śródmieście 2 oddzielne, pokoje, balkon,cisza","Warszawa, Śródmieście, Karmelicka",2021-11-05,62361767,43 m²,2,wtórny,blok,2,3,plastikowe,n/a,1969,n/a,500 zł,n/a
116,https://www.otodom.pl/pl/oferta/3-pokoje-ogrod-loggia-ID4dSPz,620 000 zł,"3 pokoje, ogród, loggia","Warszawa, Bemowo, Sosnowiecka",2021-11-05,62414381,63 m²,3,wtórny,n/a,parter,4,n/a,n/a,1993,n/a,n/a,n/a
117,https://www.otodom.pl/pl/oferta/mieszkanie-65-m2-bezposrednio-ID48hym,765 000 zł,Mieszkanie 65 m2 - BEZPOŚREDNIO,"Warszawa, Mokotów, ul. Zygmunta Modzelewskiego",2021-11-05,61079446,65 m²,3,wtórny,blok,2,4,plastikowe,miejskie,1993,do zamieszkania,n/a,pełna własność
118,https://www.otodom.pl/pl/oferta/ursynow-2-pokoje-46m-ul-koncertowa-metro-ID4e5wO,469 500 zł,Ursynów 2 pokoje 46m ul. Koncertowa Metro,"Warszawa, Ursynów, Koncertowa 11",2021-11-05,62463128,"46,20 m²",2,wtórny,blok,2,10,plastikowe,miejskie,1990,do remontu,366 zł,spółdzielcze wł. z KW
119,https://www.otodom.pl/pl/oferta/mieszkanie-57m2-bemowo-ul-gen-t-pelczynskiego-ID4e5wz,770 000 zł,Mieszkanie 57m2 Bemowo ul.Gen.T.Pełczyńskiego,"Warszawa, Bemowo, ul. gen. Tadeusza Pełczyńskiego 137",2021-11-05,62463113,57 m²,2,wtórny,blok,4,5,plastikowe,miejskie,2005,do zamieszkania,700 zł,pełna własność
120,https://www.otodom.pl/pl/oferta/mieszkanie-35-79-m-warszawa-ID4e5wN,499 000 zł,"Mieszkanie, 35,79 m², Warszawa","Warszawa, Praga-Północ, ul. Wileńska",2021-11-05,62463127,"35,79 m²",1,wtórny,kamienica,2,4,plastikowe,miejskie,1948,do zamieszkania,n/a,n/a
121,https://www.otodom.pl/pl/oferta/przepiekne-widoki-2-sypialnie-zlota-44-ID4e5wF,6 274 000 zł,"Przepiękne widoki, 2 sypialnie Złota 44","Warszawa, Śródmieście, Złota",2021-11-05,62463119,133 m²,3,wtórny,apartamentowiec,> 10,52,n/a,miejskie,2015,do zamieszkania,n/a,pełna własność
122,https://www.otodom.pl/pl/oferta/apartament-na-ostatnim-pietrze-ID4e5wD,4 850 000 zł,Apartament na ostatnim pietrze,"Warszawa, Mokotów, Puławska",2021-11-05,62463117,150 m²,4,wtórny,apartamentowiec,6,6,n/a,miejskie,2021,do zamieszkania,n/a,pełna własność
123,https://www.otodom.pl/pl/oferta/przy-parku-na-bielanach-przytulne-mieszkanie-ID4e5w6,519 000 zł,Przy parku na Bielanach przytulne mieszkanie,"Warszawa, Bielany, Kiełpińska",2021-11-05,62463084,"48,80 m²",3,wtórny,blok,3,4,n/a,miejskie,1968,n/a,550 zł,n/a
124,https://www.otodom.pl/pl/oferta/praga-pld-waszyngtona-79-81-balkon-50-m2-ID4dVLh,499 000 zł,"Praga Pld, Waszyngtona 79/81, Balkon, 50 m2.","Warszawa, Praga-Południe, Waszyngtona 79/81",2021-11-05,62429491,50 m²,3,wtórny,kamienica,3,3,plastikowe,miejskie,n/a,do remontu,500 zł,pełna własność
125,https://www.otodom.pl/pl/oferta/powisle-produkt-dla-inwestora-metro-roi-wow-ID4azAi,629 600 zł,"Powiśle Produkt Dla Inwestora, Metro, Roi Wow!","Warszawa, Śródmieście",2021-11-05,61625414,"42,32 m²",2,wtórny,n/a,1,5,n/a,n/a,1950,n/a,520 zł,pełna własność
126,https://www.otodom.pl/pl/oferta/mokotow-2-pokojowy-apartament-premium-ID4e5uS,689 591 zł,Mokotów 2-pokojowy apartament Premium,"Warszawa, Mokotów",2021-11-05,62463070,"43,93 m²",2,pierwotny,apartamentowiec,2,2,aluminiowe,miejskie,2022,do wykończenia,n/a,pełna własność
127,https://www.otodom.pl/pl/oferta/59m-z-kw-mokotow-3-pok-loggia-w-parku-parking-ID4dTQI,708 999 zł,"59m z KW, Mokotów, 3 pok. loggia, w parku, parking","Warszawa, Mokotów, Sadyba, ul. Kartaginy",2021-11-05,62418296,"59,20 m²",3,wtórny,blok,7,12,plastikowe,miejskie,n/a,do zamieszkania,460 zł,pełna własność
128,https://www.otodom.pl/pl/oferta/dwa-pokoje-gotowe-do-zamieszkania-z-m-postojowym-ID4cw7F,440 000 zł,Dwa pokoje gotowe do zamieszkania z m. postojowym,"Warszawa, Białołęka, Nowodwory",2021-11-05,62084919,"44,50 m²",2,wtórny,blok,7,7,plastikowe,kotłownia,2006,n/a,n/a,pełna własność
129,https://www.otodom.pl/pl/oferta/ciche-2-pokoje-po-remoncie-stare-miasto-metro-ID4e5uv,675 000 zł,Ciche 2 pokoje po remoncie | Stare Miasto | Metro,"Warszawa, Śródmieście, Sapieżyńska",2021-11-05,62463048,"38,01 m²",2,wtórny,blok,parter,8,plastikowe,miejskie,1960,n/a,470 zł,pełna własność
130,https://www.otodom.pl/pl/oferta/ursynow-pulawska-109m2-4p-taras-perelka-ID4e5uw,1 798 690 zł,Ursynów-Puławska | 109m2 | 4p | taras | PEREŁKA,"Warszawa, Ursynów, ul. Puławska",2021-11-05,62463047,109 m²,4,wtórny,apartamentowiec,1,2,n/a,n/a,n/a,do zamieszkania,n/a,pełna własność
131,https://www.otodom.pl/pl/oferta/4-pkoje-dobra-cena-goclaw-zielen-ID4e5ui,670 000 zł,"4 pkoje, dobra cena, Gocław, zieleń","Warszawa, Praga-Południe, Gocław, Grzegorza Przemyka",2021-11-05,62463034,"73,60 m²",4,wtórny,n/a,4,12,drewniane,n/a,1981,n/a,900 zł,n/a
132,https://www.otodom.pl/pl/oferta/kawalerka-na-sadybie-bezposrednio-ID4dojf,409 000 zł,Kawalerka na Sadybie - bezpośrednio!,"Warszawa, Mokotów, Sadyba",2021-11-05,62297057,"32,20 m²",1,wtórny,blok,1,10,plastikowe,miejskie,1974,do remontu,500 zł,spółdzielcze wł. z KW
133,https://www.otodom.pl/pl/oferta/dwupokoje-mieszkanie-na-nowolipkach-niski-czynsz-ID4dqnZ,540 000 zł,Dwupokoje mieszkanie na Nowolipkach. Niski czynsz!,"Warszawa, Wola, Esperanto",2021-11-05,62305039,"41,53 m²",2,wtórny,blok,1,4,plastikowe,n/a,1963,n/a,287 zł,pełna własność
134,https://www.otodom.pl/pl/oferta/3-pokoje-z-dwoma-balkonami-i-garazem-na-mokotowie-ID4dzjH,910 000 zł,3 pokoje z dwoma balkonami i garażem na Mokotowie,"Warszawa, Mokotów, Idzikowskiego",2021-11-05,62339369,69 m²,3,wtórny,apartamentowiec,4,4,drewniane,miejskie,2009,n/a,750 zł,pełna własność
135,https://www.otodom.pl/pl/oferta/mieszkanie-dla-rodziny-4-pokoje-sloneczne-wola-ID4c06m,1 130 000 zł,Mieszkanie dla rodziny #4 pokoje #słoneczne #Wola,"Warszawa, Wola, ul. Jana Kazimierza",2021-11-05,61965674,76 m²,4,wtórny,apartamentowiec,3,5,drewniane,miejskie,n/a,do zamieszkania,750 zł,pełna własność
136,https://www.otodom.pl/pl/oferta/studio-na-sprzedaz-bialoleka-ID4dHxy,330 000 zł,studio na sprzedaż Białołęka,"Warszawa, Białołęka, ul. Gioacchino Rossiniego",2021-11-05,62370980,32 m²,1,wtórny,blok,1,3,n/a,n/a,2013,do zamieszkania,370 zł,pełna własność
137,https://www.otodom.pl/pl/oferta/srodmiescie-trakt-krolewski-ul-nowy-swiat-129m-ID4dHDN,1 350 000 zł,"Śródmieście, Trakt Królewski ul. Nowy Świat 129m","Warszawa, Śródmieście, ul. Nowy Świat",2021-11-05,62371367,129 m²,5,wtórny,kamienica,3,3,plastikowe,miejskie,1949,do zamieszkania,1 000 zł,pełna własność
138,https://www.otodom.pl/pl/oferta/3-pokoje-z-dwoma-balkonami-i-garazem-na-mokotowie-ID4dzjH,910 000 zł,3 pokoje z dwoma balkonami i garażem na Mokotowie,"Warszawa, Mokotów, Idzikowskiego",2021-11-05,62339369,69 m²,3,wtórny,apartamentowiec,4,4,drewniane,miejskie,2009,n/a,750 zł,pełna własność
139,https://www.otodom.pl/pl/oferta/stary-mokotow-prestizowa-lokalizacja-3-sypialnie-ID4dKQM,1 900 000 zł,"Stary Mokotów prestiżowa lokalizacja, 3 sypialnie","Warszawa, Mokotów, Kazimierzowska",2021-11-05,62383704,108 m²,4,wtórny,n/a,2,10,n/a,n/a,2006,do zamieszkania,700 zł,pełna własność
140,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokoje-centrum-wilanowa-ID4dZNR,690 000 zł,Nowoczesne/2 pokoje/Centrum Wilanowa,"Warszawa, Wilanów, Sejmu Czteroletniego",2021-11-05,62441183,"53,80 m²",2,wtórny,n/a,3,4,drewniane,n/a,2013,n/a,700 zł,pełna własność
141,https://www.otodom.pl/pl/oferta/radzyminska-33-2-pokojowe-mieszkanie-nr-2-ID4e5kX,399 000 zł,Radzymińska 33 - 2-pokojowe mieszkanie nr 2,"Warszawa, Praga-Północ",2021-11-05,62462455,"28,77 m²",2,pierwotny,n/a,1,n/a,n/a,n/a,2022,n/a,n/a,n/a
142,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-na-bemowie-ID4e24b,730 000 zł,Przestronne mieszkanie na Bemowie.,"Warszawa, Bemowo, Jana Blatona",2021-11-05,62449883,"65,20 m²",5,wtórny,n/a,8,9,plastikowe,n/a,1980,do zamieszkania,5 000 zł,n/a
143,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-wyscigi-point-house-ID4e17K,599 000 zł,"2 pokoje, balkon, wyścigi, point House","Warszawa, Mokotów, Aleja Wyścigowa",2021-11-05,62446260,"38,10 m²",2,wtórny,n/a,3,12,n/a,n/a,2012,do zamieszkania,450 zł,n/a
144,https://www.otodom.pl/pl/oferta/w-ofercie-klimatyczna-kawalerka-ID4dM8R,309 625 zł,W ofercie klimatyczna kawalerka,"Warszawa, Praga-Południe",2021-11-05,62388669,"25,91 m²",1,wtórny,n/a,4,4,n/a,n/a,1938,n/a,n/a,n/a
145,https://www.otodom.pl/pl/oferta/2-pokoje-w-scislym-centrum-warszawy-ID4dOXn,942 900 zł,2 pokoje w ścisłym centrum Warszawy,"Warszawa, Śródmieście, Smolna",2021-11-05,62399489,"52,41 m²",2,wtórny,n/a,2,7,plastikowe,n/a,n/a,do remontu,n/a,n/a
146,https://www.otodom.pl/pl/oferta/kawalerka-24-75-m2-ID4dSwP,470 000 zł,"Kawalerka 24,75 m2","Warszawa, Śródmieście, Franciszka Salezego Jezierskiego",2021-11-05,62413157,"24,75 m²",1,wtórny,kamienica,3,3,plastikowe,miejskie,1930,do zamieszkania,300 zł,pełna własność
147,https://www.otodom.pl/pl/oferta/klimatyczna-kawalerka-na-sprzedaz-ID4dJX8,326 355 zł,Klimatyczna kawalerka na sprzedaż,"Warszawa, Praga-Południe",2021-11-05,62380254,"27,31 m²",1,pierwotny,n/a,4,4,n/a,n/a,1938,do wykończenia,n/a,n/a
148,https://www.otodom.pl/pl/oferta/w-ofercie-klimatyczna-kawalerka-ID4dLUH,386 702 zł,W ofercie klimatyczna kawalerka,"Warszawa, Praga-Południe",2021-11-05,62387791,"32,36 m²",1,wtórny,n/a,4,4,n/a,n/a,1938,n/a,n/a,n/a
149,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-mokotow-blisko-metra-ID4dCPD,939 000 zł,"Trzypokojowe mieszkanie Mokotów, blisko metra","Warszawa, Mokotów, Puławska",2021-11-05,62352881,"63,20 m²",3,wtórny,apartamentowiec,3,6,plastikowe,miejskie,2006,do zamieszkania,967 zł,pełna własność
150,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-wola-ID4dDLZ,579 000 zł,Mieszkanie - Warszawa Wola,"Warszawa, Wola, Siedmiogrodzka",2021-11-05,62356499,"26,20 m²",1,wtórny,n/a,7,7,n/a,n/a,2016,do zamieszkania,n/a,pełna własność
151,https://www.otodom.pl/pl/oferta/3-pokoje-na-ursynowie-ID4dDvC,609 000 zł,3 Pokoje na Ursynowie,"Warszawa, Ursynów, Jana Cybisa",2021-11-05,62355546,"52,80 m²",3,wtórny,blok,9,10,plastikowe,miejskie,1980,do zamieszkania,750 zł,n/a
152,https://www.otodom.pl/pl/oferta/sklepowa-city-mieszkanie-nr-a-m02-bud-a-ID4dxSI,699 000 zł,"Sklepowa City - mieszkanie nr A M02, bud. A","Warszawa, Włochy",2021-11-05,62333852,"54,27 m²",2,pierwotny,n/a,parter,n/a,n/a,n/a,2021,n/a,n/a,n/a
153,https://www.otodom.pl/pl/oferta/praga-jagiellonska-51m2-2pok-balkon-perelka-ID4e5u2,1 099 000 zł,Praga-Jagiellońska | 51m2 | 2pok | balkon |PEREŁKA,"Warszawa, Praga-Północ, ul. Jagiellońska",2021-11-05,62463018,51 m²,2,wtórny,kamienica,10,n/a,n/a,n/a,1935,do zamieszkania,n/a,pełna własność
154,https://www.otodom.pl/pl/oferta/piekne-3-pok-70m2-na-osiedlu-wilno-do-wejscia-ID4e4ld,799 000 zł,"Piękne 3 pok 70m2, na osiedlu Wilno! Do wejścia.","Warszawa, Targówek, ul. Zamkowa",2021-11-05,62458627,70 m²,3,wtórny,apartamentowiec,3,3,plastikowe,miejskie,2013,do zamieszkania,900 zł,pełna własność
155,https://www.otodom.pl/pl/oferta/radzyminska-33-2-pokojowe-mieszkanie-nr-14-ID4e5kW,425 000 zł,Radzymińska 33 - 2-pokojowe mieszkanie nr 14,"Warszawa, Praga-Północ",2021-11-05,62462453,"28,77 m²",2,pierwotny,n/a,4,n/a,n/a,n/a,2022,n/a,n/a,n/a
156,https://www.otodom.pl/pl/oferta/przedwojenny-apartament-z-niepowtarzalnym-widokiem-ID4dYep,2 500 000 zł,Przedwojenny apartament z niepowtarzalnym widokiem,"Warszawa, Bielany, Stare Bielany, Cegłowska 13",2021-11-05,62435141,110 m²,5,wtórny,n/a,1,1,n/a,gazowe,1938,do zamieszkania,n/a,pełna własność
