,Links,Price,Title,Adress,Scraping date,Offer number,Surface,Number of rooms,Market type,Building type,Floor,Number of floors in building,Windows type,Heating type,Construction year,Property condition,Monthly charges,Ownership
435,https://www.otodom.pl/pl/oferta/gotowe-do-zamieszkania-os-park-ostrobramska-ID4bSfV,499 000 zł,"Gotowe do zamieszkania, os. Park Ostrobramska","Warszawa, Praga-Południe",44545,61935516,"32,30 m²",1,wtórny,apartamentowiec,6,n/a,plastikowe,miejskie,2014,do zamieszkania,216 zł,pełna własność
436,https://www.otodom.pl/pl/oferta/3-pok-mieszkanie-na-zielonych-bielanach-metro-ID4bSvB,612 000 zł,3 pok. mieszkanie na zielonych Bielanach - metro!,"Warszawa, Bielany, ul. Jana Kasprowicza",44545,61936549,49 m²,3,wtórny,blok,parter,3,plastikowe,miejskie,1960,do zamieszkania,600 zł,pełna własność
437,https://www.otodom.pl/pl/oferta/bryly-gorny-mokotow-42m2-do-zamieszkania-ID4bSSm,580 000 zł,Bryły/Górny Mokotów/42m2/do zamieszkania,"Warszawa, Mokotów, Górny Mokotów, Stefana Bryły",44545,61937898,42 m²,2,wtórny,blok,1,10,n/a,n/a,1974,n/a,500 zł,pełna własność
438,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-centrum-przy-metrze-ID4bTdw,1 790 000 zł,Przestronne mieszkanie w Centrum! Przy Metrze!,"Warszawa, Śródmieście, Dzika",44545,61939209,"119,46 m²",5,wtórny,n/a,1,5,drewniane,n/a,1998,do zamieszkania,1 200 zł,pełna własność
439,https://www.otodom.pl/pl/oferta/mieszkanie-po-remoncie-w-kamienicy-centrum-ul-hoza-ID4bTfg,669 000 zł,Mieszkanie po remoncie w kamienicy_Centrum_ul Hoża,"Warszawa, Śródmieście, Hoża",44545,61939318,27 m²,1,wtórny,kamienica,5,5,n/a,n/a,1938,do zamieszkania,300 zł,pełna własność
440,https://www.otodom.pl/pl/oferta/pietro-domu-duza-dzialka-warszawa-wlochy-ID4bTgG,1 700 000 zł,"Piętro domu, duża działka- Warszawa- Włochy","Warszawa, Włochy",44545,61939406,95 m²,3,wtórny,dom wolnostojący,1,1,n/a,miejskie,1950,do zamieszkania,n/a,pełna własność
441,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-na-goclawiu-z-widokiem-na-j-ID4bTD6,900 000 zł,Przestronne mieszkanie na Gocławiu z widokiem na j,"Warszawa, Praga-Południe",44545,61940796,58 m²,3,wtórny,blok,3,6,plastikowe,miejskie,2012,do zamieszkania,600 zł,pełna własność
442,https://www.otodom.pl/pl/oferta/apartamenty-saskalia-apartament-nr-47-ID4c5LP,Zapytaj o cenę,Apartamenty Saskalia - apartament nr 47,"Warszawa, Praga-Południe",44545,61987465,"43,98 m²",2,pierwotny,n/a,4,n/a,n/a,n/a,2020,n/a,n/a,n/a
443,https://www.otodom.pl/pl/oferta/powisle-obok-stacji-metra-cnk-ID4c909,1 580 000 zł,"Powiśle, obok stacji metra Cnk","Warszawa, Śródmieście, Powiśle, Stefana Jaracza",44545,61999885,"87,78 m²",3,wtórny,n/a,parter,5,drewniane,n/a,1930,do zamieszkania,830 zł,pełna własność
444,https://www.otodom.pl/pl/oferta/soft-loft-przy-metrze-na-starym-mokotowie-73m2-ID4cpvu,900 000 zł,Soft loft przy metrze na Starym Mokotowie - 73m2,"Warszawa, Mokotów, Rakowiecka",44545,62063394,73 m²,2,wtórny,apartamentowiec,10,10,aluminiowe,miejskie,2001,do zamieszkania,650 zł,pełna własność
445,https://www.otodom.pl/pl/oferta/stylowy-apartament-w-kamienicy-ID4csTZ,885 000 zł,Stylowy apartament w kamienicy!,"Warszawa, Wola, Aleja Jana Pawła II",44545,62076383,50 m²,2,wtórny,kamienica,5,6,n/a,n/a,1953,do zamieszkania,520 zł,pełna własność
446,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-ul-sachocka-1-ID4ctgL,369 000 zł,Sprzedam mieszkanie ul. Sąchocka 1,"Warszawa, Ochota, Stara Ochota, ul. Sąchocka 1",44544,62077795,"28,30 m²",1,wtórny,blok,parter,10,plastikowe,miejskie,1971,do zamieszkania,n/a,spółdzielcze wł. z KW
447,https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-58m2-4-pokoje-metro-trocka-ID4cvBn,639 000 zł,BEZPOŚREDNIO mieszkanie 58m2 4 pokoje Metro Trocka,"Warszawa, Targówek, ul. Gościeradowska",44545,62090605,58 m²,4,wtórny,blok,4,4,plastikowe,miejskie,1974,do zamieszkania,440 zł,pełna własność
448,https://www.otodom.pl/pl/oferta/bezposrednio-70m2-3-pokoje-gotowe-do-zamieszkania-ID4czEL,1 185 000 zł,Bezpośrednio 70m2 3 pokoje gotowe do zamieszkania,"Warszawa, Mokotów, ul. Racjonalizacji",44545,62102347,70 m²,3,pierwotny,blok,5,6,plastikowe,miejskie,2021,do zamieszkania,n/a,pełna własność
449,https://www.otodom.pl/pl/oferta/mini-apartamenty-gotowe-do-zamieszkania-ID4cBYi,310 000 zł,MINI Apartamenty gotowe do zamieszkania!,"Warszawa, Wilanów",44545,62111246,19 m²,1,wtórny,blok,1,4,n/a,miejskie,2017,do zamieszkania,390 zł,pełna własność
450,https://www.otodom.pl/pl/oferta/apartament-35m2-wyposazony-ID4cBZH,510 000 zł,Apartament 35m2 wyposażony!,"Warszawa, Wilanów",44545,62111333,35 m²,2,wtórny,blok,1,4,n/a,miejskie,2017,do zamieszkania,690 zł,pełna własność
451,https://www.otodom.pl/pl/oferta/umeblowane-3-pokoje-miasteczko-wilanow-ID4cErA,999 999 zł,Umeblowane 3 pokoje Miasteczko Wilanów,"Warszawa, Wilanów, Aleja Rzeczypospolitej",44544,62120750,69 m²,3,wtórny,apartamentowiec,parter,4,plastikowe,miejskie,2016,do zamieszkania,n/a,pełna własność
452,https://www.otodom.pl/pl/oferta/115-m2-na-starej-bliskiej-pradze-ID4cHrG,1 500 000 zł,"115 m2 na starej, bliskiej Pradze","Warszawa, Praga-Północ",44544,62132288,115 m²,5,wtórny,apartamentowiec,2,8,plastikowe,miejskie,1995,do zamieszkania,n/a,pełna własność
453,https://www.otodom.pl/pl/oferta/super-3-pokoje-wola-ID4cJDc,1 088 000 zł,"Super 3 pokoje, Wola!","Warszawa, Wola",44544,62140690,"63,80 m²",3,wtórny,blok,8,17,plastikowe,gazowe,2019,do zamieszkania,734 zł,pełna własność
454,https://www.otodom.pl/pl/oferta/zlota-44-156-m2-4-pokoje-3-lazienki-ID4cKou,7 490 000 zł,Złota 44 | 156 m2 | 4 pokoje | 3 łazienki |,"Warszawa, Centrum, ul. Złota",44545,62143622,156 m²,4,wtórny,apartamentowiec,> 10,52,plastikowe,miejskie,2016,do zamieszkania,4 400 zł,pełna własność
455,https://www.otodom.pl/pl/oferta/tylko-u-nas-stylowe-4-pokoje-mieszkanie-z-ogrodem-ID4cLcL,1 500 000 zł,Tylko u nas! Stylowe 4 pokoje Mieszkanie z ogrodem,"Warszawa, Ursynów, ul. Franciszka Marii Lanciego",44545,62146739,"92,42 m²",4,wtórny,blok,1,4,plastikowe,miejskie,2020,do zamieszkania,653 zł,pełna własność
456,https://www.otodom.pl/pl/oferta/dwustronne-jasne-86m2-4-pokoje-ochota-ID4cRbV,1 160 000 zł,"Dwustronne, Jasne 86m2, 4 Pokoje, Ochota","Warszawa, Ochota, Szczęśliwice, Grójecka",44545,62169752,"86,06 m²",4,wtórny,n/a,4,n/a,n/a,n/a,n/a,do zamieszkania,n/a,pełna własność
457,https://www.otodom.pl/pl/oferta/mieszkanie-61-m-warszawa-ID4cRim,1 100 000 zł,"Mieszkanie, 61 m², Warszawa","Warszawa, Wilanów, Księdza Prymasa Augusta Hlonda",44545,62170150,61 m²,2,wtórny,apartamentowiec,parter,4,n/a,n/a,2008,do zamieszkania,n/a,n/a
458,https://www.otodom.pl/pl/oferta/klimatyczne-dwustronne-tuz-przy-metrze-slodowiec-ID4cRyy,598 000 zł,Klimatyczne/Dwustronne tuż przy Metrze Słodowiec,"Warszawa, Bielany, Jana Kasprowicza",44545,62171154,"45,05 m²",3,wtórny,blok,1,8,plastikowe,miejskie,1968,do zamieszkania,500 zł,pełna własność
459,https://www.otodom.pl/pl/oferta/mieszkanie-54m2-2-pokoje-balkon-bemowo-ID4cRI1,550 000 zł,Mieszkanie 54m2 | 2 pokoje | Balkon | Bemowo,"Warszawa, Bemowo, Cokołowa",44545,62171741,54 m²,2,wtórny,blok,3,4,n/a,miejskie,1976,do zamieszkania,700 zł,spółdzielcze własnościowe
460,https://www.otodom.pl/pl/oferta/swietna-lokalizacja-w-sasiedztwie-dwoch-parkow-ID4cS7y,599 000 zł,Świetna lokalizacja w sąsiedztwie dwóch parków!,"Warszawa, Włochy, Cienista",44545,62173324,68 m²,4,wtórny,blok,3,3,plastikowe,elektryczne,1965,do zamieszkania,450 zł,pełna własność
461,https://www.otodom.pl/pl/oferta/rezerwacja-ostatnie-pietro-garaz-ochrona-klima-ID4cS7A,1 470 000 zł,REZERWACJA/ ostatnie piętro/ Garaż/ ochrona/ Klima,"Warszawa, Bemowo, ul. Narwik",44545,62173326,"122,50 m²",4,wtórny,blok,6,6,plastikowe,miejskie,2006,do zamieszkania,1 150 zł,pełna własność
462,https://www.otodom.pl/pl/oferta/mieszkanie-55m2-2-pokoje-dwustronne-ursynow-ID4cSwO,770 000 zł,"Mieszkanie 55m2, 2 pokoje, dwustronne URSYNÓW","Warszawa, Ursynów, ul. Filipiny Płaskowickiej",44544,62174828,"55,20 m²",2,wtórny,blok,1,4,plastikowe,kotłownia,2008,do zamieszkania,570 zł,pełna własność
463,https://www.otodom.pl/pl/oferta/mieszkanie-70m2-3-pok-ursynow-ID4cSA1,890 000 zł,"Mieszkanie 70m2, 3 pok., Ursynów","Warszawa, Ursynów, Mariana Sengera Cichego",44545,62175089,"69,10 m²",3,wtórny,blok,1,4,plastikowe,miejskie,1993,do zamieszkania,700 zł,pełna własność
464,https://www.otodom.pl/pl/oferta/stare-miasto-przepiekny-widok-3-pokoje-ID4cSFZ,1 350 000 zł,Stare Miasto. Przepiękny widok. 3 pokoje.,"Warszawa, Śródmieście, Stare Miasto, ul. Podwale",44545,62175459,"78,90 m²",3,wtórny,kamienica,3,3,plastikowe,miejskie,1954,do zamieszkania,n/a,n/a
465,https://www.otodom.pl/pl/oferta/fantastyczny-rozklad-3-pokoje-ID4cTbB,540 000 zł,Fantastyczny Rozkład! 3 pokoje!,"Warszawa, Mokotów, Sadyba, Maltańska",44545,62177419,56 m²,3,wtórny,n/a,9,11,n/a,n/a,1970,do zamieszkania,560 zł,pełna własność
466,https://www.otodom.pl/pl/oferta/kawalerka-w-nowym-budownictwie-wirtualny-spacer-ID4cTdf,499 000 zł,Kawalerka w Nowym Budownictwie/Wirtualny Spacer,"Warszawa, Praga-Południe, ul. Jana Nowaka-Jeziorańskiego",44545,62177521,"32,30 m²",1,wtórny,apartamentowiec,6,13,plastikowe,miejskie,2014,do zamieszkania,209 zł,pełna własność
467,https://www.otodom.pl/pl/oferta/gotowe-3-pokoje-z-ogrodkiem-99-m2-ID4cTeT,720 000 zł,Gotowe 3 pokoje z ogródkiem 99 m2,"Warszawa, Wawer, Chodzieska",44545,62177623,"72,59 m²",3,pierwotny,dom wolnostojący,parter,1,plastikowe,inne,2021,do zamieszkania,n/a,pełna własność
468,https://www.otodom.pl/pl/oferta/apartament-deweloperski-miasteczko-wilanow-ID4cTkq,1 496 000 zł,Apartament deweloperski - Miasteczko Wilanów,"Warszawa, Wilanów",44545,62177966,"111,63 m²",3,wtórny,apartamentowiec,2,4,n/a,miejskie,2013,do wykończenia,682 zł,pełna własność
469,https://www.otodom.pl/pl/oferta/mieszkanie-40-31-m-warszawa-ID4cTlI,420 000 zł,"Mieszkanie, 40,31 m², Warszawa","Warszawa, Białołęka, Kobiałka, Rossiniego",44545,62178046,"40,31 m²",2,wtórny,blok,2,2,n/a,miejskie,2005,do zamieszkania,n/a,n/a
470,https://www.otodom.pl/pl/oferta/apartament-62m2-xix-pietro-grzybowska-61-ID4cTJr,1 145 270 zł,"Apartament 62m2, XIX piętro, Grzybowska 61","Warszawa, Wola, Grzybowska",44545,62179517,"61,94 m²",3,wtórny,apartamentowiec,> 10,22,aluminiowe,miejskie,2008,do zamieszkania,n/a,pełna własność
471,https://www.otodom.pl/pl/oferta/kabaty-mieszkanie-2-3-4-pokoje-pod-lasem-kabackim-ID4cTOO,730 000 zł,Kabaty! Mieszkanie 2/3/4 pokoje pod Lasem Kabackim,"Warszawa, Ursynów, Kabaty, ul. Ekologiczna",44545,62179850,66 m²,2,wtórny,blok,5,5,plastikowe,miejskie,1990,do zamieszkania,600 zł,pełna własność
472,https://www.otodom.pl/pl/oferta/4-pokoje-w-wyzszym-standardzie-ID4cTQb,890 500 zł,4 pokoje w wyższym standardzie,"Warszawa, Praga-Północ, Namysłowska",44545,62179935,"85,96 m²",4,wtórny,blok,4,10,n/a,miejskie,1984,do zamieszkania,1 170 zł,pełna własność
473,https://www.otodom.pl/pl/oferta/mieszkanie-36-m-warszawa-ID4cTWQ,760 000 zł,"Mieszkanie, 36 m², Warszawa","Warszawa, Śródmieście, al. Solidarności",44545,62180286,36 m²,2,wtórny,n/a,3,11,n/a,n/a,1962,do zamieszkania,440 zł,n/a
474,https://www.otodom.pl/pl/oferta/128-metrow-na-gornym-mokotowie-parter-zielen-warto-ID4cU5L,1 153 000 zł,128 metrów na Górnym Mokotowie parter zieleń warto,"Warszawa, Mokotów, Zadzwoń po szczegóły oferty!",44545,62180901,"128,21 m²",3,wtórny,apartamentowiec,parter,4,plastikowe,miejskie,1998,do zamieszkania,n/a,pełna własność
475,https://www.otodom.pl/pl/oferta/apartament-4-pokojowy-na-woli-ID4cUh3,1 461 240 zł,Apartament 4-pokojowy na Woli,"Warszawa, Wola, Mirów",44545,62181601,"118,80 m²",4,wtórny,apartamentowiec,2,7,plastikowe,miejskie,1996,do zamieszkania,n/a,n/a
476,https://www.otodom.pl/pl/oferta/mieszkanie-z-antresola-ID4cUGo,599 000 zł,Mieszkanie z antresolą,"Warszawa, Białołęka, ul. Odkryta",44545,62183172,72 m²,3,wtórny,blok,4,4,plastikowe,miejskie,2002,do zamieszkania,n/a,n/a
477,https://www.otodom.pl/pl/oferta/ostatnie-chwile-w-tej-cenie-sprawdz-koniecznie-ID4cUTH,1 800 000 zł,Ostatnie chwile w tej cenie! Sprawdź koniecznie!,"Warszawa, Śródmieście, Nowe Miasto",44545,62183997,114 m²,5,wtórny,n/a,3,3,n/a,n/a,1931,do zamieszkania,n/a,n/a
478,https://www.otodom.pl/pl/oferta/sprzedaz-mieszkanie-warszawa-cybernetyki-ID4cUVs,890 000 zł,"Sprzedaż, Mieszkanie, Warszawa, Cybernetyki","Warszawa, Mokotów",44545,62184168,"61,20 m²",3,wtórny,apartamentowiec,3,6,plastikowe,miejskie,2019,do zamieszkania,600 zł,pełna własność
479,https://www.otodom.pl/pl/oferta/xvi-pietro-64m2-3-pokoje-z-widokiem-grzybowska-ID4cUYD,1 187 058 zł,"XVI piętro, 64m2, 3 pokoje, z widokiem, Grzybowska","Warszawa, Śródmieście, Grzybowska",44545,62184303,"64,20 m²",3,wtórny,apartamentowiec,> 10,22,n/a,miejskie,2009,do zamieszkania,n/a,n/a
480,https://www.otodom.pl/pl/oferta/xiiip-62m2-3-pokoje-balkon-widok-grzybowska-ID4cUZe,1 140 833 zł,"XIIIp. 62m2, 3 pokoje, balkon, widok, Grzybowska","Warszawa, Wola, Grzybowska",44545,62184340,"61,70 m²",3,wtórny,apartamentowiec,> 10,22,n/a,miejskie,2009,do zamieszkania,n/a,n/a
481,https://www.otodom.pl/pl/oferta/aapartament-ztarasem-30m2-urzadzony-320-tys-pilnie-ID4cW03,320 000 zł,Aapartament zTARASEM 30m2 URZĄDZONY 320 tys.PILNIE,"Warszawa, Ochota",44545,62184391,26 m²,1,pierwotny,apartamentowiec,4,4,aluminiowe,miejskie,2018,do zamieszkania,190 zł,pełna własność
482,https://www.otodom.pl/pl/oferta/al-jerozolimskie-2-pok-z-tarasem-20m2-urzadzone-ID4cW0s,516 000 zł,Al.Jerozolimskie 2 pok.z TARASEM 20m2 URZĄDZONE.,"Warszawa, mazowieckie",44545,62184416,"43,50 m²",2,pierwotny,apartamentowiec,4,4,aluminiowe,miejskie,2018,do zamieszkania,350 zł,pełna własność
483,https://www.otodom.pl/pl/oferta/aapartament-ztarasem-30m2-urzadzony-320-tys-pilnie-ID4cW1K,320 000 zł,Aapartament zTARASEM 30m2 URZĄDZONY 320 tys.PILNIE,"Warszawa, Ochota",44545,62184496,26 m²,1,wtórny,blok,4,4,n/a,miejskie,2018,do zamieszkania,290 zł,pełna własność
484,https://www.otodom.pl/pl/oferta/al-jerozolimskie-2-pok-z-tarasem-20m2-urzadzone-ID4cW2H,516 000 zł,Al.Jerozolimskie 2 pok.z TARASEM 20m2 URZĄDZONE.,"Warszawa, Ochota",44545,62184555,"43,30 m²",2,wtórny,apartamentowiec,4,4,n/a,miejskie,2018,do zamieszkania,350 zł,pełna własność
485,https://www.otodom.pl/pl/oferta/ladne-mieszkanie-na-goclawiu-ID4cWft,857 000 zł,ładne mieszkanie na Gocławiu,"Warszawa, Praga-Południe, Gocław",44545,62185347,"53,65 m²",2,wtórny,apartamentowiec,3,n/a,plastikowe,miejskie,n/a,n/a,n/a,pełna własność
486,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-w-sercu-pragi-polnoc-ID4cWfV,435 000 zł,Nowoczesna kawalerka w sercu Pragi Północ,"Warszawa, Praga-Północ, Zachariasza",44545,62185376,"29,22 m²",1,wtórny,blok,2,7,plastikowe,miejskie,2008,do zamieszkania,300 zł,pełna własność
487,https://www.otodom.pl/pl/oferta/3-pokoje-zielony-goclaw-5-minut-do-jeziora-balaton-ID4cWgg,599 000 zł,3 pokoje zielony Gocław 5 minut do jeziora Balaton,"Warszawa, Praga-Południe, Gocław, ul. Konrada Guderskiego",44545,62185396,60 m²,3,wtórny,blok,1,10,plastikowe,miejskie,1980,do zamieszkania,n/a,n/a
488,https://www.otodom.pl/pl/oferta/2-pokoje-z-garazem-na-tomcia-palucha-ID4cWFV,520 000 zł,2 pokoje z garażem na Tomcia Palucha,"Warszawa, Ursus, ul. Tomcia Palucha",44545,62186988,45 m²,2,wtórny,blok,n/a,n/a,plastikowe,miejskie,n/a,do zamieszkania,n/a,pełna własność
489,https://www.otodom.pl/pl/oferta/3-pokoje-metro-ksiecia-janusza-200m-ID4cWOk,545 000 zł,"3-pokoje, Metro Księcia Janusza 200m!","Warszawa, Wola",44545,62187508,50 m²,3,wtórny,blok,5,10,plastikowe,miejskie,1972,do zamieszkania,n/a,spółdzielcze własnościowe
490,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-40m2-na-zoliborzu-ID4cVyH,720 000 zł,Przytulne mieszkanie 40m2 na Żoliborzu,"Warszawa, Żoliborz",44545,62190383,"39,60 m²",2,wtórny,blok,parter,4,n/a,miejskie,2016,do zamieszkania,560 zł,pełna własność
491,https://www.otodom.pl/pl/oferta/zoliborz-artystyczny-ID4cVBr,994 000 zł,Żoliborz artystyczny,"Warszawa, Żoliborz, Szamocka",44545,62190553,"49,70 m²",2,wtórny,apartamentowiec,parter,4,plastikowe,miejskie,2018,do zamieszkania,n/a,pełna własność
492,https://www.otodom.pl/pl/oferta/lokal-przy-nowym-swiecie-z-tarasem-ID4cVDF,2 750 000 zł,Lokal przy Nowym Świecie z Tarasem,"Warszawa, Śródmieście, Nowy Świat",44545,62190691,150 m²,7,wtórny,kamienica,2,3,n/a,n/a,1950,do zamieszkania,1 000 zł,pełna własność
493,https://www.otodom.pl/pl/oferta/dwupokojowe-z-kuchnia-w-aneksie-na-ursusie-ID4cVJX,390 000 zł,Dwupokojowe z kuchnią w aneksie na Ursusie,"Warszawa, Ursus, Walerego Sławka",44545,62191081,36 m²,2,wtórny,blok,4,4,plastikowe,miejskie,1960,do zamieszkania,430 zł,spółdzielcze wł. z KW
494,https://www.otodom.pl/pl/oferta/klimatyczne-m2-do-wprowadzenia-powisle-ID4cVLM,750 000 zł,Klimatyczne M2 do wprowadzenia Powiśle,"Warszawa, Śródmieście",44545,62191194,38 m²,2,wtórny,blok,1,4,plastikowe,miejskie,1966,n/a,440 zł,pełna własność
495,https://www.otodom.pl/pl/oferta/2-pokoje-do-zamieszkania-pelne-wyposazenie-ID4cVTC,450 000 zł,2 pokoje do zamieszkania ( pełne wyposażenie),"Warszawa, Ochota",44545,62191680,"37,73 m²",2,wtórny,blok,1,2,n/a,gazowe,2013,do zamieszkania,190 zł,pełna własność
496,https://www.otodom.pl/pl/oferta/przytulna-kawalerka-na-ursynowie-blisko-metro-ID4cVWZ,449 000 zł,"Przytulna kawalerka na Ursynowie, blisko Metro","Warszawa, Ursynów, Braci Wagów",44545,62191827,"36,90 m²",1,wtórny,blok,parter,9,n/a,miejskie,2001,do zamieszkania,n/a,n/a
497,https://www.otodom.pl/pl/oferta/powisle-75-metrow-salon-wolne-od-dzisiaj-ID4cX4w,3 000 000 zł,Powiśle! 75 metrów salon! Wolne od dzisiaj!,"Warszawa, Śródmieście, ul. Fabryczna",44545,62192355,162 m²,4,wtórny,apartamentowiec,4,6,drewniane,miejskie,2011,do zamieszkania,1 400 zł,pełna własność
498,https://www.otodom.pl/pl/oferta/sprzedam-2-pok-mieszkanie-przy-ul-plosa-1-ID4cXlH,480 000 zł,Sprzedam 2 pok. mieszkanie przy ul. Płosa 1,"Warszawa, Targówek, Płosa",44545,62193421,"36,26 m²",2,wtórny,apartamentowiec,2,4,plastikowe,n/a,2020,do zamieszkania,480 zł,pełna własność
499,https://www.otodom.pl/pl/oferta/atrakcyjne-3-pokoje-warszawa-bialoleka-ID4cXve,525 000 zł,"Atrakcyjne 3 pokoje, Warszawa Białołęka","Warszawa, Białołęka, Nowodwory, Mikołaja Trąby",44545,62194074,60 m²,3,wtórny,blok,3,3,plastikowe,inne,2003,do zamieszkania,690 zł,pełna własność
500,https://www.otodom.pl/pl/oferta/kawalerka-do-zamieszkania-inwestycyjna-ID4cXEG,329 000 zł,Kawalerka do zamieszkania inwestycyjna,"Warszawa, Ochota",44545,62194598,"24,87 m²",1,wtórny,blok,1,2,n/a,gazowe,2013,do zamieszkania,120 zł,pełna własność
501,https://www.otodom.pl/pl/oferta/2-niezalezne-duze-pokoje-pod-wynajem-ID4cXMG,380 000 zł,2 niezależne duże pokoje pod wynajem,"Warszawa, Ochota",44545,62195094,"39,03 m²",2,wtórny,blok,parter,3,n/a,gazowe,2013,do zamieszkania,190 zł,pełna własność
502,https://www.otodom.pl/pl/oferta/4pokoje-z-duzym-tarasem-na-ost-pietrze-ID4cXTw,1 490 000 zł,4pokoje z dużym tarasem na ost. piętrze,"Warszawa, Ursynów, Kłobucka",44544,62195517,"89,16 m²",4,wtórny,blok,7,7,plastikowe,miejskie,2016,do zamieszkania,1 100 zł,pełna własność
503,https://www.otodom.pl/pl/oferta/3-pokoje-przy-muzeum-polin-muranow-ID4cY0m,850 000 zł,3 pokoje przy muzeum Polin - Muranów.,"Warszawa, Wola, Muranów, Stanisława Dubois",44545,62195942,54 m²,3,wtórny,kamienica,4,4,plastikowe,miejskie,1960,do zamieszkania,580 zł,pełna własność
504,https://www.otodom.pl/pl/oferta/4-pokoje-z-kominkiem-2-garaze-blisko-metra-ID4cY57,1 350 000 zł,"4 pokoje z kominkiem, 2 garaże, blisko metra","Warszawa, Ursynów, Wąwozowa",44545,62196237,128 m²,4,wtórny,n/a,2,3,drewniane,n/a,1996,do zamieszkania,1 000 zł,spółdzielcze wł. z KW
505,https://www.otodom.pl/pl/oferta/jez-czerniakowskie-2-pokoje-z-kuchnia-i-garazem-ID4cYYb,760 000 zł,"Jez. Czerniakowskie,2 pokoje z kuchnią i garażem.","Warszawa, Mokotów",44545,62199651,58 m²,2,wtórny,apartamentowiec,5,8,n/a,miejskie,2005,do zamieszkania,n/a,pełna własność
506,https://www.otodom.pl/pl/oferta/rondo-onz-300-m-2-pokoje-mozl-wynajecia-m-post-ID4cYYc,575 000 zł,"Rondo Onz 300 m, 2 pokoje, możl. wynajęcia m. post","Warszawa, Wola",44545,62199652,"38,50 m²",2,wtórny,blok,n/a,15,n/a,inne,1971,do zamieszkania,n/a,n/a
507,https://www.otodom.pl/pl/oferta/mieszkanie-na-bliskiej-woli-ID4cZ0Q,990 000 zł,Mieszkanie na Bliskiej Woli,"Warszawa, Wola",44545,62199816,54 m²,3,wtórny,blok,9,13,plastikowe,miejskie,2021,do zamieszkania,n/a,pełna własność
508,https://www.otodom.pl/pl/oferta/nowa-cena-trzypokojowe-na-pradze-poludnie-59-mkw-ID4cZdT,665 000 zł,Nowa Cena-Trzypokojowe na Pradze Południe - 59 mkw,"Warszawa, Praga-Południe, Gocław, Ostrobramska",44545,62200625,59 m²,3,wtórny,blok,1,4,plastikowe,miejskie,1968,do zamieszkania,630 zł,pełna własność
509,https://www.otodom.pl/pl/oferta/3-pokoje-parter-duzy-ogrodek-105m-metro-ID4cZgG,799 000 zł,"3 pokoje parter, duży ogródek 105m, Metro","Warszawa, Bemowo, ul. Grodkowska",44545,62200798,70 m²,3,wtórny,blok,parter,5,plastikowe,miejskie,2020,do zamieszkania,n/a,n/a
510,https://www.otodom.pl/pl/oferta/2-pokoje-rozkladowe-41m-na-strzezonym-osiedlu-ID4cZok,433 000 zł,"2 pokoje rozkładowe 41m,na strzeżonym osiedlu","Warszawa, Bielany, Młociny",44545,62201272,"41,25 m²",2,wtórny,apartamentowiec,parter,5,plastikowe,miejskie,2001,do zamieszkania,420 zł,pełna własność
511,https://www.otodom.pl/pl/oferta/mieszkanie-62-m2-2pok-praga-polnoc-bialostocka-ID4cZqm,699 000 zł,"Mieszkanie 62 m2, 2pok, Praga-Północ, Białostocka","Warszawa, Praga-Północ, Białostocka",44545,62201398,62 m²,2,wtórny,blok,6,7,plastikowe,miejskie,1993,n/a,800 zł,spółdzielcze własnościowe
512,https://www.otodom.pl/pl/oferta/mieszkanie-74-5m2-3-pok-sadyba-ID4cZqC,700 000 zł,"Mieszkanie 74,5m2, 3 pok., Sadyba","Warszawa, Mokotów, Przy Bernardyńskiej Wodzie",44545,62201414,"74,50 m²",3,wtórny,blok,3,5,plastikowe,miejskie,1988,do zamieszkania,830 zł,spółdzielcze własnościowe
513,https://www.otodom.pl/pl/oferta/mieszkanie-53m2-5pok-zoliborz-slodowiec-metro-ID4cZqE,635 000 zł,"Mieszkanie 53m2, 5pok., Żoliborz, Słodowiec Metro","Warszawa, Żoliborz, Słodowiec",44545,62201416,53 m²,5,wtórny,blok,parter,4,plastikowe,miejskie,1970,n/a,n/a,pełna własność
514,https://www.otodom.pl/pl/oferta/osiedle-wilno-rozkladowe-z-tarasem-i-ogrodkiem-ID4cZur,633 900 zł,"Osiedle Wilno: Rozkładowe, z tarasem i ogródkiem","Warszawa, Targówek",44545,62201651,"51,66 m²",2,wtórny,blok,parter,3,plastikowe,miejskie,n/a,do zamieszkania,n/a,pełna własność
515,https://www.otodom.pl/pl/oferta/apartament-lucka-2xgaraz-w-cenie-ID4cZIR,999 000 zł,"Apartament, Łucka, 2Xgaraż W Cenie","Warszawa, Wola, ul. Łucka",44545,62202545,"48,40 m²",2,wtórny,apartamentowiec,> 10,30,plastikowe,miejskie,2004,do zamieszkania,n/a,n/a
516,https://www.otodom.pl/pl/oferta/2-pok-przy-metrze-wilanowska-ID4cZIU,1 050 000 zł,"2 pok, przy Metrze Wilanowska","Warszawa, Mokotów, ul. Wita Stwosza",44545,62202548,70 m²,2,wtórny,apartamentowiec,2,6,drewniane,miejskie,2016,do zamieszkania,n/a,n/a
